Year,State,District,Reg.No,Donor_s_no,Donor_Name,Donor_type,Donor_Address,Purpose,Amount (INR)
2017-2018,Delhi,Delhi,231660258,1,Charity Aid Foundation r t s i n i,Institutional,"Plot site 2 first floor sector c (OFC Pocket)Nelson Mandela Marg Vasant Kunj New Delhi 110070 , India, Email Id: sanjoy.k.sharma@cafin dia.org, Website Address : http://www.cafindia.or g",Social,713975
2017-2018,Delhi,Delhi,231660258,2,M Mobile creches,Institutional,"MOBILE CRECHES DIZ Area Raja Bazaar Sector IVNew Delhi 110 001 India , India, Email Id: mail@mobilecreches.or g, Website Address : http://www.mobilecrec hes.org",Social,408090
2017-2018,Delhi,Delhi,231660258,3,S and P Global,Institutional,"55,Water street New York,NY10041 , United States of America, Email Id: cr@spglobal.com, Website Address : http://www.spglobal.co m",Social,125730.57
2017-2018,Delhi,Delhi,231660258,4,DEBORAH ROSE FOUNDATION,Institutional,"4414 HARBOUR TOWN DRIVE,BELTSVILLE, MD-20705 , United States of America, Email Id: debrose@starpower.net , Website Address :",Social,1555250
2017-2018,Delhi,Delhi,231650603,1,Online Giving Foundation,Institutional,"Benevity INC, 700, 611 Mredith Road , NE Calgary, Alberta T2E 2W5 , Canada , Canada, Email Id: , Website Address :",Social,110922.37
2017-2018,Delhi,Delhi,231650603,2,Saint Paul Academy Summit,Institutional,"Jahnstrasse, 7A, d - 53474, Bad Neuenahr, Ahrweiler - Germany , Germany , Email Id: , Website Address :",Social,13203.24
2017-2018,Delhi,Delhi,231650603,3,Stephan Neuhaskiefel,Individual,"Jahnstrasse, 7A, d - 53474, Bad Neuenahr, Ahrweiler - Germany , Germany , Email Id: , Website Address :",Social,19000
2017-2018,Delhi,Delhi,231650603,4,Christoph Keller,Individual,"General of Switzerland (102, Makers Chambders, IV 10th Floor , 222 Jamnalal Bajaj Marg , Nariman Point Mumbai. 400021 ) , Switzerland, Email Id: , Website Address :",Social,140000
2017-2018,Delhi,Delhi,231650603,5,Paul Mc Williams,Individual,"Flat No.6 solomom House,50 Recktory Road,London,N167 QY,United Kingdom , United Kingdom, Email Id: , Website Address :",Social,33000
2017-2018,Delhi,Delhi,231650603,6,Centro Italiano Aiuti All infranzia,Institutional,"Via Bordighera,6, 20142 Milano,Italy , Italy, Email Id: info@ciai.it, o Website Address : H   f o",Social,523296.51
2017-2018,Delhi,Delhi,231650603,7,Misereor i M,Institutional,"Katholische Zentralstelle Mozcrtstra,BC 9 52064,Aachen Post Fach 101545 , Germany , Email Id: postmaster@misere or.de, Website Address :",Social,21158539
2017-2018,Delhi,Delhi,231650603,8,Comic Relief,Institutional,"89, Albert Embankment, London, SE , United Kingdom, Email Id: , Website Address :",Social,5632668.54
2017-2018,Delhi,Delhi,231650603,9,Child Hope Foundation,Institutional,"House 56-54 Leonard Street London EC2A4JX - UK , United Kingdom, Email Id: , Website Address :",Social,1428848
2017-2018,Delhi,Delhi,231650603,10,Family for Every Child,Institutional,"4, Bath Place ,Rivington Street , London -UK , United Kingdom, Email Id: , Website Address :",Social,1945783.76
2017-2018,Delhi,Delhi,231650603,11,Butterflies USA Foundation,Institutional,"Colonial Drive,New Town PA USA 18940 , United States of America, Email Id: dave@harvestfrc.co m, Website Address :",Social,4751631.1
2017-2018,Delhi,Delhi,231650603,12,Misereor,Institutional,"Katholische Zentralstelle Mozcrtstra,BC 9 52064,Aachen Post Fach 101545 , Germany , Email Id: postmaster@misere or.de, Website Address :",Social,10195310
2017-2018,Delhi,Delhi,231650603,13,Blink Bro  Bar Ltd,Institutional,"94, New Band Street , London, WIS 15312074 , United Kingdom, Email Id: , Website Address :",Social,447230.87
2017-2018,Delhi,Delhi,231650637,1,BT E SERV India Private Limited r t s,Institutional,"11th Floor, EROS Corporate Tower, New Delhi - 110019 , India, Email Id: ian.mcbride@bt.com, Website Address : http://www.bt.com",Educational,5018750
2017-2018,Delhi,Delhi,231650637,2,i n BT Global Business Services Private i Limited M,Institutional,"11th Floor, EROS Corporate Tower, New Delhi - 110019 , India, Email Id: ian.mcbride@bt.com, Website Address : http://www.bt.com",Educational,5018750
2017-2018,Delhi,Delhi,231650637,3,BT India Private Limited,Institutional,"11th Floor, EROS Corporate Tower, New Delhi - 110019 , India, Email Id: ian.mcbride@bt.com, Website Address : http://www.bt.com",Educational,5018750
2017-2018,Delhi,Delhi,231650637,4,Commonwealth Girls Education Fund,Institutional,"56 Morant Place, Commerce Road, London, N22 8HT, UNITED KINGDOM , United Kingdom, Email Id: adminsec@cgefund.org , Website Address : http://www.cgefund.or g",Educational,88410
2017-2018,Delhi,Delhi,231650637,5,Ketto Online Ventures Private Limited,Institutional,"GB 4 Virwani Industrial EstateOff Western Express Highway Goregoan East Mumbai  400063 , India, Email Id: rohit@ketto.org, Website Address : https://www.ketto.org",Educational,68421
2017-2018,Delhi,Delhi,231650637,6,ROTARY CLUB DUMFRIES DEVORGILLA,Institutional,"KINCRAIG 73 ALBERT ROAD DUMFRIES SCOTLAND DG2 9DL UK , United Kingdom, Email Id: hamish.macleod@bsw. co.uk, Website Address : https://www.rotary- ribi.org",Educational,308716
2017-2018,Delhi,Delhi,231650637,7,Decision Resources Inc,Institutional,"8 New England Executive Park Burlington MASSACHUSETTS 01803 , United States of America, Email Id: colivier@TeamDRG.co m, Website Address : http://decisionresources group.com",Educational,30470
2017-2018,Delhi,Delhi,231650637,8,UNITED WAY,Institutional,"United Way of Mumbai , 309, Nirman Kendra , Famous Studio Lane, Dr. E. Moses Road, Mahalaxmi Estate , Mumbai-400011 India , India, Email Id: A nandita@unitedwaymu mbai.org, Website   Address : http://unitedwaymumba i.org",Educational,200000
2017-2018,Delhi,Delhi,231650637,9,SWADES FOUNDATION,Institutional,"e m Nishuvi, 3rd floor, 75, Dr Annie Besant Road, oWorli, Mumbai, Maharashtra 400018 , India, Email Id: swati.chourey@swades foundation.org, Website Address : http://www.swadesfoun dation.org",Educational,20912
2017-2018,Delhi,Delhi,231650637,10,THE BRITISH ASIAN TRUST r t s,Institutional,"Colour Court, St. James Palace, London, SW1A,1BA, Fax No. 442070245784, , United Kingdom, Email Id: info@britishasiantrust. org, Website Address : http://www.britishasian trust.org",Educational,1474933
2017-2018,Delhi,Delhi,231650637,11,i n THE BRITISH ASIAN TiRUST M,Institutional,"Colour Court, St. James Palace, London, SW1A,1BA, Fax No. 442070245784, , United Kingdom, Email Id: info@britishasiantrust. org, Website Address : http://www.britishasian trust.org",Educational,419779.88
2017-2018,Delhi,Delhi,231650637,12,Ashoka Innovators for the Public India,Institutional,"T-13, Green Park Extn, New Delhi-110016 , India, Email Id: , Website Address : https://india.ashoka.org /",Educational,1120000
2017-2018,Delhi,Delhi,231650637,13,SWADES FOUNDATION,Institutional,"Nishuvi, 3rd floor, 75, Dr Annie Besant Road, Worli, Mumbai, Maharashtra 400018 , India, Email Id: swati.chourey@swades foundation.org, Website Address : http://www.swadesfoun dation.org",Educational,4595220
2017-2018,Delhi,Delhi,231650637,14,VILLGRO INNOVATION FOUNDATION,Institutional,"3RD FLOOR, IITM RESEARCH PARK, KANAGAM VILLAGE ROAD,TARAMANI,( MGR FILM CITY)CHENNAI - 600113, TAMILNADU , India, Email Id: ganapathy@villgro.org, Website Address : http://villgro.org/",Educational,13627926
2017-2018,Delhi,Delhi,231650637,15,CHARITIES AID FOUNDATION INDIA,Institutional,"PLOT NO. 2, FIRST FLOOR, SECTOR-C, (OFC POCKET)NELSON MANDELA MARG, VASANT KUNJ, NEW DELHI-110070 , India, Email Id: , Website Address : http://www.cafindia.or g",Educational,5115323
2017-2018,Delhi,Delhi,231650637,16,BT Global Communications India Private Limited,Institutional,"Rahera Titanium II, 502,5th Floor, Jogeshwari,(E),Mumba i, Maharastra -400063 India , India, Email Id: satyen.gupta@bt.coAm, Website Address : http://www.bt.com/indi a",Educational,5018750
2017-2018,Delhi,Delhi,231650637,17,WORLD READER,Institutional,"e 20 Dartmouth Park Road mLondon, England NW5 1SX UNITED KINGDOM , United oKingdom, Email Id: annya@worldreader.or g, Website Address : http://www.worldreade r.org",Educational,1837478
2017-2018,Delhi,Delhi,231650637,18,British  Telecom,Institutional,"11th Floor, Erose Corporate Tower, New Delhi-110019, , India, Email Id: satyen.gupta@bt.com, Website Address : http://www.bt.com/indi a",Educational,4983057
2017-2018,Delhi,Delhi,231650637,19,r t Barrington Educational Initative s i n i,Institutional,"Via Lavizzari4, Lugano 6900 Switzerland , Switzerland, Email Id: admin@barrington- bei.org, Website Address : http://barrington- bei.org",Educational,1371108
2017-2018,Delhi,Delhi,231650637,20,M Australia High Commisiion,Institutional,"Australian Compound No. 1/50G, Shantipath, Chankyapuri,New Delhi-110021 Ph. 011- 41399900 , India, Email Id: accounts@katha.org, Website Address : http://www.india.emba ssy.gov.in",Educational,1469490
2017-2018,Delhi,Delhi,231650748,1,International Youth Exchange Organization,Institutional,"Tokio Nori Buildig, 6th floor, Ningyo - cho 2-35-14, Chuo- ku, Tokio , Japan, Email Id: , Website Address : https://www.iyeo.or .jp/en/eng/",Social,59489
2017-2018,Delhi,Delhi,231650748,2,SWYAA PERU,Institutional,"Aicardi 145 urb.Chama, Santiago de Surco, Lima, Peru , Peru, Email Id: rcoquisc@gmail.co m, Website Address : https://www.swyaa peru.org/",Social,10426
2017-2018,Delhi,Delhi,231660958,1,The Walking School Bus r t s i,Institutional,"700, West,16th. Avenue, Vencouver, B C. V 5 Z , Canada, Email Id: info@thewalkingschoo lbus.com, Website Address : http://www.thewalking schoolbus.com",Educational,10841135
2017-2018,Delhi,Delhi,231661211,1,Zahoor ur Rahman,Individual,"2/261 Great South Road Manurewa , Auckland , Auckland , 2102, NZ , New Zealand, Email Id: rahmani68@gmail. com, Website Address :",Educational,10000
2017-2018,Delhi,Delhi,231661211,2,Syed Sharif Uddin,Individual,"11 Newton Terrace, Enfield, South Australia, 5085, AU , Australia, Email Id: syed.sharifuddin@ hotmail.com, Website Address :",Educational,13000
2017-2018,Delhi,Delhi,231661211,3,Rashdan Radzi,Individual,"30 Jalan Tempinis, Lucky Garden, Kuala Lumpur, Federal Territory, 59100, MY , Malaysia, Email Id: lb_reflections@yah oo.dk, Website Address :",Educational,243000
2017-2018,Delhi,Delhi,231661211,4,Muhammad Chowdhury,Individual,"10 Lampard Grove , London, hackney, N166UZ , GB , United Kingdom, Email Id: mahmudc@lycos.c o.uk, Website Address :",Educational,3000
2017-2018,Delhi,Delhi,231661211,5,Khaja Kaleemuddin,Individual,"2665 Byberry Road, Bensalem, PA, 19020, US , United States of America, Email Id: kkaleemuddin@gm ail.com, Website Address :",Educational,1000
2017-2018,Delhi,Delhi,231661211,6,Ali Shah,Individual,"Frankenwaldstr. 22, Berlin, Berlin, 13589, DE , Germany , Email Id: a.shah@gmx.net, Website Address :",Educational,12000
2017-2018,Delhi,Delhi,231661464,1,EMBASSAY OF THE FEDERAL r REPUBLIC OF GERMANY,Institutional,"SHANTIPATH CHANKYAPURI NEW DELHI 110021 , Germany , Email Id: , Website Address :",Cultural,125213
2017-2018,Delhi,Delhi,231661464,2,t s HANNS SEIDAL i STIFTUNG n,Institutional,"LAZARETTSTRABE 3380636 MUNCHEN GERMANY , Germany , Email Id: , Website Address :",Cultural,146509
2017-2018,Delhi,Delhi,231650624,1,MANDO AUTOMOTIVE r INDIA PVT LTD t s i n i,Institutional,"PLOT NO. S1A AND S5, SIPCOT INDUSTRIAL PARK, VENGADU VILLAGE, PILLAIPAKKAM POST, SRIPERUMBUDUR TALUK, CHENNAI 602105, TAMIL NADU, INDIA , India, Email Id: , Website Address :",Social,8860000
2017-2018,Delhi,Delhi,231650624,2,M MAHLE BEHR INDIA PVT LTD,Institutional,"29 MILESTONE, PUNE NASIK HIGHWAY, VILLAGE: KURULI, TALUKA : KHED, CHAKAN, PUNE 410501, INDIA , India, Email Id: , Website Address :",Social,5881317
2017-2018,Delhi,Delhi,231650624,3,HENKEL ANAND INDIA PVT LTD,Institutional,"74 INDUSTRIAL DEVELOPMENT COLONY, MEHRAULI ROAD, GURUGRAM, HARYANA 122001, INDIA , India, Email Id: , Website Address :",Social,3620000
2017-2018,Delhi,Delhi,231650624,4,FAURECIA EMISSION CONTROL TECHNOLOGIES INDIA PVT LTD,Institutional,"17 AND 18 SENGUNDRUM INDUSTRIAL AREA MELROSPURAM S P KOIL POST KANCHEEPURAM PIN 603204 , India, Email Id: , Website Address :",Social,430000
2017-2018,Delhi,Delhi,231650624,5,MAHLE ANAND FILTER SYSTEMS PRIVATE LIMITED,Institutional,"38 MILESTONE NH-8 BEHRAMPUR ROAD KHANDSA GURGAON, INDIA, , India, Email Id: , Website Address :",Social,4490000
2017-2018,Delhi,Delhi,231650624,6,FEDERAL MOGUL ANAND BEARINGS INDIA LIMITED,Institutional,"PLOT NO. SECTOR 2 PARWANOO H.P. , India, Email Id: , Website Address :",Social,650000
2017-2018,Delhi,Delhi,231650624,7,SPICER INDIA PVT LTD,Institutional,"29TH MILESTONE, PUNE-NASHIK HIGHWAY, TAL KHED VILLAGE, KURULI DISTRICT, PUNE 410 501, MAHARASHTRA INDIA , India, Email Id: , Website Address :",Social,21800000
2017-2018,Delhi,Delhi,231650624,8,AMERICAN INDIA FOUNDATION,Institutional,"216 E 45TH STREET 7TH FLOOR NEW YORK , UNITED STATES OF AMERICA, , United States of America, Email Id: , Website Address :",Social,3013927
2017-2018,Delhi,Delhi,231650624,9,HALDEX INDIA PVT LTD,Institutional,"B-71 MIDC AREAA, AMBAD, NASHIK, MAHARASHTRA   422010, INDIA , India, Email Id: , Website Address :",Social,1860000
2017-2018,Delhi,Delhi,231650624,10,CY MYUTEC ANAND PVT LTD,Institutional,"e m 215, THENUR VILLAGE, oAMMANAMPAKKA M POST, CHENGELPET TALUK, KANCHEEPURAM DIST, TAMIL NADU 603003, INDIA , India, Email Id: , Website Address :",Social,405000
2017-2018,Delhi,Delhi,231650521,1,Arantzazu Calvo r,Individual,"C/ Fragua 1 ESC 2 1b 28410 Manzanares el Real Madrid , Spain, Email Id: , Website Address :",Educational,52201
2017-2018,Delhi,Delhi,231650521,2,t s Pui Ling i,Individual,"Cheong 503A Canberra Link 02-05 , Singapore, Email Id: , Website Address :",Educational,20800
2017-2018,Delhi,Delhi,231660486,1,SUMATI SACHDEV,Individual,"431 BUKTI TIMAH ROAD 13- 431 JAYA TOWER SINGAPORE , Singapore, Email Id: , Website Address :",Educational,17379
2017-2018,Delhi,Delhi,231660486,2,Ms Tex Vista International Private Limited,Institutional,"singapore , Singapore, Email Id: , Website Address :",Educational,120000
2017-2018,Delhi,Delhi,231661683,1,THE ASEAN SECRETARIAT r t s,Institutional,"70A Jalan Sisingamangaraja Jakarta 12110 INDONESIA , Indonesia, Email Id: public@asean.org, Website Address : https://www.asean.org",Social,31104252
2017-2018,Delhi,Delhi,231661683,2,i n EMBASSY OF JAPAN,Institutional,"JAPAN , Japan, Email Id: , Website Address :",Social,4634956
2017-2018,Delhi,Delhi,231650682,1,INTERNATIONAL HEAD QUARTERS r OF SUFI MOMENT,Institutional,"24 BANSTRAAT, 2517 GJ DEN HAAG , Netherlands, Email Id: , Website Address :",Religious,151440
2017-2018,Delhi,Delhi,231650682,2,t s SUFI ORDER INTERNATIONAL i n i,Institutional,"NORTH AMERICAN SECRETARIAT, P.O. BOX-480, NEW LABNON, , United States of America, Email Id: , Website Address :",Religious,147645.45
2017-2018,Delhi,Delhi,231650682,3,M SUFI RUHANIAT INTERNATIONAL,Institutional,"51/ LAIE IKI PL, MAKAWAO, HAWAI , United States of America, Email Id: , Website Address :",Religious,141926.4
2017-2018,Delhi,Delhi,231650682,4,MOHAMMED ALI KHAN STICHING,Institutional,"WALDECK PYRMONT LAAN 15, 2243 HL WASSENAAR , Netherlands, Email Id: , Website Address :",Cultural,1070100
2017-2018,Delhi,Delhi,231650682,5,MOHAMMED ALI KHAN STICHING,Institutional,"WALDECK PYRMONT LAAN 15, 2243 HL WASSENAAR , Netherlands, Email Id: , Website Address :",Cultural,221160
2017-2018,Delhi,Delhi,231650682,6,MOHAMMED ALI KHAN STICHING,Institutional,"WALDECK PYRMONT LAAN 15, 2243 HL WASSENAAR , Netherlands, Email Id: , Website Address :",Cultural,599449.93
2017-2018,Delhi,Delhi,231650682,7,STICHING DARGAH,Institutional,"SUZANNALAND 336, 2591 JP THE HAGUE , Netherlands, Email Id: , Website Address :",Educational,343000
2017-2018,Delhi,Delhi,231650682,8,STICHING DARGAH,Institutional,"SUZANNALAND 336, 2591 JP THE HAGUE , Netherlands, Email Id: , Website Address :",Educational,343000
2017-2018,Delhi,Delhi,231650682,9,STICHING DARGAH,Institutional,"SUZANNALAND 336, 2591 JP THE HAGUE , Netherlands, Email Id: , Website Address :",Educational,343000
2017-2018,Delhi,Delhi,231650682,10,STICHING DARGAH,Institutional,"SUZANNALAND 336, 2591 JP THE HAGUE , Netherlands, Email Id: , Website Address :",Educational,343000
2017-2018,Delhi,Delhi,231650682,11,HAZRAT INAYAT KHAN MEMORIAL STICHING,Institutional,"WALDECK PYRMOUNTLAAN 15, NL/2243 HL, WASSENAAR , Netherlands, Email Id: , Website Address :",Social,210000
2017-2018,Delhi,Delhi,231650682,12,SUFI RUHANIAT INTERNATIONAL,Institutional,"51/ LAIE IKI PL, MAKAWAO, HAWAI , United States of America, Email Id: , Website Address :",Social,304742.4
2017-2018,Delhi,Delhi,231650682,13,MOHAMMED ALI KHAN STICHING,Institutional,"WALDECK PYRMONT LAAN 15, 2243 HL WASSENAAR , Netherlands, Email Id: , Website Address :",Social,55000
2017-2018,Delhi,Delhi,231650682,14,MOHAMMED ALI KHAN STICHING,Institutional,"A   WALDECK e PYRMONT LAAN 15, 2243 HL m WASSENAAR , Netherlands, Email Id: , Website Address :",Social,95000
2017-2018,Delhi,Delhi,231650682,15,MOHAMMED ALI KHAN STICHING,Institutional,"o WALDECK PYRMONT LAAN 15, 2243 HL WASSENAAR , Netherlands, Email Id: , Website Address :",Social,55000
2017-2018,Delhi,Delhi,231650682,16,MOHAMMED ALI KHAN STICHING,Institutional,"WALDECK PYRMONT LAAN 15, 2243 HL WASSENAAR , Netherlands, Email Id: , Website Address :",Social,95000
2017-2018,Delhi,Delhi,231650682,17,r t MOHAMMED ALI KHAN STICsHING i,Institutional,"WALDECK PYRMONT LAAN 15, 2243 HL WASSENAAR , Netherlands, Email Id: , Website Address :",Social,95000
2017-2018,Delhi,Delhi,231650682,18,n i MMOHAMMED ALI KHAN STICHING,Institutional,"WALDECK PYRMONT LAAN 15, 2243 HL WASSENAAR , Netherlands, Email Id: , Website Address :",Social,95000
2017-2018,Delhi,Delhi,231650682,19,SUFI MOMENT IN AUSTRELIA,Institutional,"16, PETRONELLA AVE, WHEELERS HILL VIC, AUSTRALIA , Australia, Email Id: , Website Address :",Social,154842.73
2017-2018,Delhi,Delhi,231650682,20,MOHAMMED ALI KHAN STICHING,Institutional,"WALDECK PYRMONT LAAN 15, 2243 HL WASSENAAR , Netherlands, Email Id: , Website Address :",Social,95000
2017-2018,Delhi,Delhi,231650682,21,MOHAMMED ALI KHAN STICHING,Institutional,"WALDECK PYRMONT LAAN 15, 2243 HL WASSENAAR , Netherlands, Email Id: , Website Address :",Social,55000
2017-2018,Delhi,Delhi,231660331,1,Don Bosco Mondo E V,Institutional,"W Eltweit, Straesschensweg 3, Bonn, Germany , Germany , Email Id: , Website Address :",Educational,30173871
2017-2018,Delhi,Delhi,231660331,2,Parrocchia San Remigio,Institutional,"Piazza Vittorio Veneto, 3, 20090 Vimodrone MI, Italy , Italy, Email Id: , Website Address :",Social,438356
2017-2018,Delhi,Delhi,231660331,3,Goldman Sachs International,Institutional,"25 Shoe Ln, Holborn, London EC4A 4AU, United Kingdom , United Kingdom, Email Id: , Website Address :",Educational,945035
2017-2018,Delhi,Delhi,231660331,4,SBD Trustees Limited,Institutional,"Thornleigh House, Sharples Park, Bolton, Great Britain, BL1 6PQ , United Kingdom, Email Id: , Website Address :",Social,1822970
2017-2018,Delhi,Delhi,231660331,5,Fondazione Don Bosco Nel Mondo,Institutional,"Via Marsala, 42, 00185 Roma RM, Italy , Italy, Email Id: , Website Address :",Educational,9852027
2017-2018,Delhi,Delhi,231660331,6,Ruiz Sanchez Garrido Marina CL,Individual,"Connecticut Hartford , England , United Kingdom, Email Id: , Website Address :",Social,14739
2017-2018,Delhi,Delhi,231660331,7,Annette Sunderer Paersbergsh,Individual,"Mulheim, Germany , Germany , Email Id: , Website Address :",Social,14978
2017-2018,Delhi,Delhi,231660331,8,Racio Copete Piris,Individual,"Madrid, Spain , Spain, Email Id: , Website Address :",Social,196892
2017-2018,Delhi,Delhi,231660331,9,George Narikuzhy,Individual,"Trinity Manor 10- 14 Pretoria Street Balwyn VIC 3103 P O Box 190, Balwyn , Australia, Email Id: , Website Address :",Social,155250.06
2017-2018,Delhi,Delhi,231660331,10,Bosconet,Institutional,"o B-32, PalamH Dabri Road, Dashrathpuri, New   Delhi-110045 , f India, Email Id: , Website Address :",Social,2500000
2017-2018,Delhi,Delhi,231660331,11,Womens Refugee,Institutional,"o  15 West 37th Street, 9th Floor New York, NY 10018 , United States of America, Email Id: , Website Address :",Social,324058
2017-2018,Delhi,Delhi,231660331,12,Vereingung Don Bosco Werk i M,Institutional,"Don Boscostrasse 29, 6215 Beromunster, Switzerland , Switzerland, Email Id: , Website Address :",Social,2952952.07
2017-2018,Delhi,Delhi,231660331,13,Iniziative Solidali Albesi Onlus,Institutional,"Corso langhe n. 65/8, 12051 Alba, Italy , Italy, Email Id: , Website Address :",Social,1188780
2017-2018,Delhi,Delhi,231660331,14,Fondazione Fratelli Dimenticati Onlus,Institutional,"Fratelli Dimenticati, 35013 Cilledella, Italy , Italy, Email Id: , Website Address :",Educational,1726023.83
2017-2018,Delhi,Delhi,231660331,15,Calle De San Pablo Madrid,Institutional,"29, Rozas De Madrid, Spain , Spain, Email Id: , Website Address :",Educational,2052233.88
2017-2018,Delhi,Delhi,231660331,16,Foundation Lumilo,Institutional,"Corsa Laughen 65/18, 1205, CN, Italia, Italy , Italy, Email Id: , Website Address :",Educational,1428293
2017-2018,Delhi,Delhi,231660331,17,Don Bosco Mondo E V,Institutional,"W Eltweit, Straesschensweg 3, Bonn, Germany , Germany , Email Id: , Website Address :",Social,4669147
2017-2018,Delhi,Delhi,231661213,1,The Johns Hopkins University r,Institutional,"3400 N. Charles Street Baltimore, MD 21218 , United States of America, Email Id: , Website Address :",Social,7983733.19
2017-2018,Delhi,Delhi,231661213,2,t s The Johns Hopkins i University n,Institutional,"3400 N. Charles Street Baltimore, MD 21218 , United States of America, Email Id: , Website Address :",Social,17200044.51
2017-2018,Delhi,Delhi,231661213,3,i M The Johns Hopkins University,Institutional,"3400 N. Charles Street Baltimore, MD 21218 , United States of America, Email Id: , Website Address :",Social,5490922.25
2017-2018,Delhi,Delhi,231661213,4,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,Institutional,"UNIVERSITY OF CALIFORNIA, 2150 SHATTUCK AVE., SUITE 313 BERKELEY, CA 94704-5940 , United States of America, Email Id: , Website Address :",Social,2474046.12
2017-2018,Delhi,Delhi,231661213,5,Bill and Melinda Gates Foundation,Institutional,"PO Box 23350 Seattle, WA 98102, United State of America , United States of America, Email Id: , Website Address :",Social,23240241.4
2017-2018,Delhi,Delhi,231661213,6,Bill and Melinda Gates Foundation,Institutional,"PO Box 23350 Seattle, WA 98102, United State of America , United States of America, Email Id: , Website Address :",Social,128560000
2017-2018,Delhi,Delhi,231661213,7,SOCIETY FOR APPLIED STUDIES NEW DELHI,Institutional,"45, KALU SARAI, NEW DELHI - 110016 , India, Email Id: , Website Address :",Social,10000000
2017-2018,Delhi,Delhi,231661213,8,The Norwegian Ministry of Foreign Affairs,Institutional,"50-C, Shantipath, Chanakyapuri New Delhi - 110021, India , India, Email Id: , Website Address :",Social,3082000
2017-2018,Delhi,Delhi,231661642,1,Sharon Connealy,Individual,"PO Box 96, Whitman NE 69366, USA , United States of America, Email Id: , Website Address :",Educational,1000
2017-2018,Delhi,Delhi,231661642,2,Glenville Brass,Individual,"PO Box 96, Whitman NE 69366, USA , United States of America, Email Id: , Website Address :",Educational,20000
2017-2018,Delhi,Delhi,231661642,3,Macquaire Capital Securities India Pvt Ltd,Institutional,"92, Level 9, 2 North Avenue, Bandra Kurla Complex, Bandra (E), Mumbai 400 051 , India, Email Id: , Website Address :",Educational,2000000
2017-2018,Delhi,Delhi,231661642,4,Hitachi Consulting Software Services India Limited,Institutional,"Plot # 9, Gachibowli Hyderabad, Telangana, India , India, Email Id: , Website Address :",Educational,1000000
2017-2018,Delhi,Delhi,231661642,5,Don Bosco Development Society,Institutional,"52A, Radhanath Chowdhury Road Tengra PO, Kolkata-700 015 , India, Email Id: , Website Address :",Educational,100000
2017-2018,Delhi,Delhi,231661642,6,Salesian Mission,Institutional,"Madrid, Spain , Spain, Email Id: , Website Address :",Educational,6255127
2017-2018,Delhi,Delhi,231661642,7,Jugent Eine Welt,Institutional,"Don Bosco Aktion Osterreich St. Veit Gasse 21, A-1130 Wien Austria- Europa , Austria, Email Id: , Website Address :",Educational,155748
2017-2018,Delhi,Delhi,231661642,8,Cecile Beck,Individual,"31 Elfanau Strasse 6005- Luzern Switzerland , Switzerland, Email Id: , Website Address :",Educational,48994
2017-2018,Delhi,Delhi,231661642,9,Associazione Missioni Don Bosco Valdocco Onlus,Institutional,"Via Maria o Ausiliatrice, 32, 10152 TorinHo TO, Italy , Italy, Email Id: , W ebsite Address :",Educational,39262092
2017-2018,Delhi,Delhi,231661642,10,Don Bosco Mission,Institutional,"f o Don Bosco Mission Strabchensweg 3   ,53113 Bonn, Germany , Germany , Email Id: , Website Address :",Educational,2278241
2017-2018,Delhi,Delhi,231661642,11,Vereinigung Don Bosco Werk i M,Institutional,"Jugendhilfe Weltweit Don Boscostrasse 29 Ch -6215, Beromuster, Switzerland , Switzerland, Email Id: , Website Address :",Educational,7119380.53
2017-2018,Delhi,Delhi,231661642,12,Freundeskreis Wider Vision Foundation e.V,Institutional,"Faehrenweg II 93049 Regensburg, Germany , Germany , Email Id: , Website Address :",Educational,197092
2017-2018,Delhi,Delhi,231661642,13,Don Bosco Mondo,Institutional,"Don Bosco Mondo e.V. Strabchensweg 3 ,53113 Bonn Germany , Germany , Email Id: , Website Address :",Educational,578954
2017-2018,Delhi,Delhi,231661642,14,Fastenaktion,Institutional,"Klostergasse 15 A- 3100, St.Polten Austria / Europa , Austria, Email Id: , Website Address :",Educational,1181150
2017-2018,Delhi,Delhi,231661605,1,OTHER r,Institutional,"STATE BANK OF INDIASouth Extention Part II New Delhi , India, Email Id: , Website Address :",Educational,247979
2017-2018,Delhi,Delhi,231661605,2,t s OTHER i n,Institutional,"STATE BANK OF INDIASouth Extention Part II New Delhi , India, Email Id: , Website Address :",Educational,224624
2017-2018,Delhi,Delhi,231661605,3,i M OTHER,Institutional,"STATE BANK OF INDIASouth Extention Part II New Delhi , India, Email Id: , Website Address :",Educational,162628
2017-2018,Delhi,Delhi,231661605,4,OTHER,Institutional,"STATE BANK OF INDIASouth Extention Part II New Delhi , India, Email Id: , Website Address :",Educational,251529
2017-2018,Delhi,Delhi,231661605,5,Wisdom Foundation,Institutional,"12 Bodhi Path Natural Bridge Virginia USA 24578 , United States of America, Email Id: , Website Address :",Educational,191325
2017-2018,Delhi,Delhi,231661605,6,Karmapa Indo Tibetology School EV,Institutional,"Leopoldstr  Waldbronn Germany 2776337 , Germany , Email Id: , Website Address :",Educational,23031403
2017-2018,Delhi,Delhi,231661605,7,Information Awaited,Institutional,"Information Awaited , Hong Kong, Email Id: , Website Address :",Religious,1140470
