Registration Number,Association Name,State,Cancellation Type,Cancellation Year
147120948,KOLKATA VIVEK,West Bengal,On Violation,2017
194130418,Maniton Amusana Charitable Foundation,Manipur,On Violation,2017
105180020,BASANTI FOUNDATION,Orissa,On Violation,2017
136270035,SAHYOG,Uttar Pradesh,On Violation,2017
75900964,Womens Education and Development Organisation,Tamil Nadu,On Violation,2017
84000043,swatantra sangram sainik durbal ghatak mahila shikshan sanstha,Maharashtra,On Violation,2017
41960134,All in Development,Gujarat,On Violation,2017
10220255,LOGOS SOCIAL WELFARE URBAN AND RURAL DEVELOPMENT SOCIETY,Telangana,On Violation,2017
10160465,SRI RAMAKRISHNA EDUCATIONAL AND RURAL DEVELOPMENT SOCIETY,Andhra Pradesh,On Violation,2017
75820364,THATHVAMASI TRUST,Tamil Nadu,On Violation,2017
31230037,Max Medical Educational and Welfare society,Bihar,On Violation,2017
63460023,Mahila Jagrati Kala Munch,Madhya Pradesh,On Violation,2017
83820043,Muslim Social Welfare Trust Dhule,Maharashtra,On Violation,2017
83781357,BAL MITRA KALA MANDAL,Maharashtra,On Violation,2017
10250115,Rural and Urban Training for Humanising and Development Society,Telangana,On Violation,2017
63180009,Delight Education Society,Madhya Pradesh,On Violation,2017
337820065,ADIVASI MAHILA VIKAS SAMITI,Jharkhand,On Violation,2017
104960069,Satya sambhu Organisation,Orissa,On Violation,2017
83930589,GURUNANAK MEDICAL FOUNDATION,Maharashtra,On Violation,2017
104950079,ASSOCIATION FOR WELFARE OF ACTIVE ZEAL,Orissa,On Violation,2017
10300069,Rural and Urban Poverty Alleviation Service Society,Telangana,On Violation,2017
10170254,WEAKER SECTION EDUCAIONAL SOCIETY,Andhra Pradesh,On Violation,2017
182550001,Ankur Welfare Association,Himachal Pradesh,On Violation,2017
104920007,Harijan and Adivasi Development Trust,Orissa,On Violation,2017
76040323,Call Trust,Tamil Nadu,On Violation,2017
31170432,Sahdeo Mahto Seva Sansthan,Bihar,On Violation,2017
83870172,Drs.Anant and Lata Labhsetwar Charitable Trust,Maharashtra,On Violation,2017
83781355,Naveet Education Society,Maharashtra,On Violation,2017
136720039,Avadh Sewa Sansthan,Uttar Pradesh,On Violation,2017
147110630,The Science Association of Bengal,West Bengal,On Violation,2017
10160422,Rural Development Society,Andhra Pradesh,On Violation,2017
146900007,Bethany Christian Society,West Bengal,On Violation,2017
31180023,NAVNIRMAN SAMAJ VIKAS SANSTHAN,Bihar,On Violation,2017
182450052,Kangra Mahila Sabha,Himachal Pradesh,On Violation,2017
31170433,DEEN KALYAN,Bihar,On Violation,2017
75980289,TRAUMA CARE AND ROAD SAFETY ASSOCIATION,Tamil Nadu,On Violation,2017
136710019,Smriti Aadhar Samajik Evam Shaikshik Sansthan,Uttar Pradesh,On Violation,2017
147060062,Nabadwip A.P C Blind School,West Bengal,On Violation,2017
146990073,Aeabinda Pally Bharat Kristi Seva Sangha,West Bengal,On Violation,2017
75910007,Help for Economic and Educational Development Service,Tamil Nadu,On Violation,2017
147040499,Balidangri Child Development Organisation,West Bengal,On Violation,2017
146940005,Sidhu Kanu Gram Unnayan Samiti,West Bengal,On Violation,2017
94421484,AKSHAYA EDUCATION INTERNATIONAL TRUST,Karnataka,On Violation,2017
31430001,Udanti Pratap Khadi Gramodyog Sanstha,Bihar,On Violation,2017
10220221,SOMANATHA INTERNATIONAL CENTRAL TRUST,Telangana,On Violation,2017
105020012,Sister Of Charity,Orissa,On Violation,2017
104860019,Society For The Disabled,Orissa,On Violation,2017
136840008,Child Labour Eradication And Welfare Socity,Uttar Pradesh,On Violation,2017
147120646,Baruipur Pranav Bharati Welfare Society,West Bengal,On Violation,2017
94620051,SAGARA ACADEMY OF EDUCATION,Karnataka,On Violation,2017
31290067,Gram Vikas Foundation,Bihar,On Violation,2017
94600026,Gaden Shartse Handicraft Centre,Karnataka,On Violation,2017
136590037,Shri Shri One Thousand Eight Swami Param Hans SAJMSEP A Sansthan,Uttar Pradesh,On Violation,2017
10330138,Sameem Mahila Mandali,Andhra Pradesh,On Violation,2017
94570039,Methodist Girls Hostel,Karnataka,On Violation,2017
146940109,GLOBAL PHILANTHROPIC TRUST,West Bengal,On Violation,2017
137160002,Social Development Society,Uttar Pradesh,On Violation,2017
337760004,AMAN,Jharkhand,On Violation,2017
83980018,Rogers English Medium School,Maharashtra,On Violation,2017
31230024,"Gramin Vikas Jankalyan Sanstha, Gangoi",Bihar,On Violation,2017
83930081,Centre For Coop Res.in Social Sciences,Maharashtra,On Violation,2017
83890043,Rajeshthani Education Society,Maharashtra,On Violation,2017
83781135,University of Mumbai,Maharashtra,On Violation,2017
83860236,NEJ PSCHIM BHAG SAHAKARI PANI PURWATHA SANSTHA MARYADIT,Maharashtra,On Violation,2017
83780508,Voluntary Health & Development Society,Maharashtra,On Violation,2017
337750052,Jayprakash Seva Sansthan,Jharkhand,On Violation,2017
125610062,Cosmos Educational and Health Care Society,Rajasthan,On Violation,2017
75960030,Community Health And Social Education Trust,Tamil Nadu,On Violation,2017
94590175,Mahathma Gandhi Trust,Karnataka,On Violation,2017
75960027,The Immaculate Heart Of Mary Society,Tamil Nadu,On Violation,2017
137340008,Care India,Uttar Pradesh,On Violation,2017
94490028,Karnataka Development Projects,Karnataka,On Violation,2017
83720161,HON SHRI BABANRAO PACHPUTE VICHARDHARA TRUST,Maharashtra,On Violation,2017
75890151,Fr Mathai Vilayil Trust,Tamil Nadu,On Violation,2017
105050007,The Alacrity,Orissa,On Violation,2017
104830237,GOLDEN GLOBE,Orissa,On Violation,2017
75890024,Christian Endavour Girls Hostel,Tamil Nadu,On Violation,2017
83930400,Samaj Vikas Sanstha,Maharashtra,On Violation,2017
104950046,Biswashree Kalakendra,Orissa,On Violation,2017
75900441,Community Orgn & Resources Development,Tamil Nadu,On Violation,2017
76070023,Global Multipurpose Social Development Society,Tamil Nadu,On Violation,2017
327610003,ANSH SAMAJ SEVI SANSTHA,Chhattisgarh,On Violation,2017
31270034,Bahujan Hitay Amar Jyoti,Bihar,On Violation,2017
52830079,Kwaja Gareeb Navaz Sangham,Kerala,On Violation,2017
83740060,Sane Guruji Manav Seva Sangh,Maharashtra,On Violation,2017
136570046,Sikarwar Shiksha Samiti,Uttar Pradesh,On Violation,2017
31270021,Akhil Bhartiya Jan Kalyan Parishad,Bihar,On Violation,2017
75890325,Green Vision Foundation,Tamil Nadu,On Violation,2017
83930572,HUMANITY ACTION AID,Maharashtra,On Violation,2017
83910074,Ganpatrao Nimbalkar Smruti Mukti Ashram,Maharashtra,On Violation,2017
231660960,Swami Bhooma Nand Dharmarth Netara Chikatsalay And Research Institute,Delhi,On Violation,2017
10330036,Alpha Rural Development Society,Andhra Pradesh,On Violation,2017
10340047,Grameen Chaitanya Vedika,Andhra Pradesh,On Violation,2017
10190065,"Nitya Sohaya Matha Church,T",Andhra Pradesh,On Violation,2017
31360038,Nari Jan Jagiriti Kendra,Bihar,On Violation,2017
75900911,Muslim Educational Foundation,Tamil Nadu,On Violation,2017
10180089,Niranjana Old Age Home Athma Rama Ashramam,Andhra Pradesh,On Violation,2017
75970101,Hope for the Nilgiris,Tamil Nadu,On Violation,2017
31240023,Geeta Mahila Uthan Samiti,Bihar,On Violation,2017
347920023,Kumaun mahila gramya vikas samiti,Uttarakhand,On Violation,2017
231650965,North India Ngo Consortium Trust,Delhi,On Violation,2017
147030029,Mosimpur Jameya Ajharul Uloom,West Bengal,On Violation,2017
94460060,JEEVAN PRAKASH EDUCATION SOCIETY,Karnataka,On Violation,2017
231660358,Electronic Educational and Technical Society,Delhi,On Violation,2017
136530124,Shree Durga Maa Shiksha Sewa Samiti,Uttar Pradesh,On Violation,2017
291420061,Chandigarh Senior Citizens Association,Chandigarh,On Violation,2017
231650712,Akhil Bhartia Mahila Udyogik Kalyan & Shiksha .Samiti,Delhi,On Violation,2017
147120634,Love-N-Care for Animal,West Bengal,On Violation,2017
194200032,Village Welfare Association,Manipur,On Violation,2017
136590036,Gayatri Gramodoyog Sansthan,Uttar Pradesh,On Violation,2017
105020277,Gram Vikas Sahayak Sanstha,Orissa,On Violation,2017
172390001,Methodist High School,Haryana,On Violation,2017
30950008,Rural & Urban Development Foundation,Bihar,On Violation,2017
75901186,Green Way Foundation,Tamil Nadu,On Violation,2017
194160060,Zogam Multipurpose Development Association,Manipur,On Violation,2017
147120526,Mayurbhanj Joint Citizen Centre,West Bengal,On Violation,2017
10310171,St. Joseph's Social Service Minority Educational Society,Andhra Pradesh,On Violation,2017
147120436,Sarada Home Craft,West Bengal,On Violation,2017
83781354,MOHAMMEDI TRUST,Maharashtra,On Violation,2017
147040062,Sri Ramkrishna Sevashram,West Bengal,On Violation,2017
136550203,Srishti,Uttar Pradesh,On Violation,2017
136580014,Jitholi Vikasa Samiti,Uttar Pradesh,On Violation,2017
75900898,The Full Gospel Church of God In TamilNadu Trust,Tamil Nadu,On Violation,2017
31280034,AYURVEDIC MEDICARE AND DEVELOPMENT INSTITUTION,Bihar,On Violation,2017
136230062,Setukaran Sansthan,Uttar Pradesh,On Violation,2017
137340005,Satguru Kabir Smarak Sansthan,Uttar Pradesh,On Violation,2017
125560078,Adarsh Gyan Mandir Sansthan,Rajasthan,On Violation,2017
84040004,Nivara Hakk Welfare Centre,Maharashtra,On Violation,2017
337660010,Khadi Gramodyog Kala Niketan,Jharkhand,On Violation,2017
105070004,Rourkela Social & Cultural Trust,Orissa,On Violation,2017
31180038,KHAWAJA GARIB NAWAZ WELFARE SOCIETY,Bihar,On Violation,2017
94421019,Asian Nature Conservation Foundation,Karnataka,On Violation,2017
105020080,Forum For Invention & Service In Homop.,Orissa,On Violation,2017
337750044,Chotanagpur Vikas Kendra,Jharkhand,On Violation,2017
83790021,RAJE LAKHUJIRAO JADHAV SHIKSHAN SANSTHA,Maharashtra,On Violation,2017
104990034,"Society For Health, Education Agriculture & Voluntary Action",Orissa,On Violation,2017
10230928,ASSOCIATION FOR THE PROMOTION OF PUPPETRY IN ANDRHA PRADESH,Telangana,On Violation,2017
10340043,"St., Paul's Educational Society",Andhra Pradesh,On Violation,2017
104990021,Bananee Yuva Parisada,Orissa,On Violation,2017
136290017,LALLA JI SIYARAM SMARAK MADHYAMIK VIDYALAYA,Uttar Pradesh,On Violation,2017
75890318,Association for Environment Reconstruction and Development,Tamil Nadu,On Violation,2017
104910051,Kalaniketan Training Cum Production Centre,Orissa,On Violation,2017
75890386,WOMEN AND RURAL DEVELOPMENT TRUST,Tamil Nadu,On Violation,2017
75900881,"The Indo - Japan Centre, Madras",Tamil Nadu,On Violation,2017
83930123,Snehalaya Vikas Kendra,Maharashtra,On Violation,2017
136530127,JAWAHAR LAL NEHRU NATIONAL YOUTH CENTER,Uttar Pradesh,On Violation,2017
337700015,The Leprosy Mission Saldoha Leprosy Home & Hospital,Jharkhand,On Violation,2017
83740046,National Association For The Welfare Of Physically Handicapped,Maharashtra,On Violation,2017
164750009,INTERNATIONAL BORDER AREA PEOPLES WELFARE ORGANISATION,Nagaland,On Violation,2017
337830008,Madanpuri Samaj Kalyan Sansthan,Jharkhand,On Violation,2017
75900350,Crescent Hospital,Tamil Nadu,On Violation,2017
136570035,Shri Shri Narhari Sewa Sansthan,Uttar Pradesh,On Violation,2017
76040383,KURUINJI SOCIAL WELFARE SOCIETY,Tamil Nadu,On Violation,2017
63440007,Girls Christian Hostel,Madhya Pradesh,On Violation,2017
327490009,Dargah-e-Hakimi,Chhattisgarh,On Violation,2017
337820084,BRAHMANANDA SEWA SADAN,Jharkhand,On Violation,2017
147110875,NAIHATI DISHARI,West Bengal,On Violation,2017
52880073,Calicut Orphanage,Kerala,On Violation,2017
136580037,Naya Rasta Sewa Samiti,Uttar Pradesh,On Violation,2017
52850231,Mother Of Life Convent,Kerala,On Violation,2017
136230162,SHIV PUJAN SHUKLA SMARAK SAMITI,Uttar Pradesh,On Violation,2017
83790012,"Adhar Mahila Mandal,Buldana",Maharashtra,On Violation,2017
41910168,International Institute of Sustainable Development and Management,Gujarat,On Violation,2017
104940031,Unique Popular Charitable association for Rural Sector UPCARS,Orissa,On Violation,2017
31290044,Navgram Vikas Sanstha,Bihar,On Violation,2017
76000130,COMMUNITY SERVICES TRUST,Tamil Nadu,On Violation,2017
31140001,Paru Prakhand Samagra Vikas Pariyojna,Bihar,On Violation,2017
337800179,NARI CHETNA SAMITY,Jharkhand,On Violation,2017
147111084,BROAD ICON FOR RURAL DEDICATION,West Bengal,On Violation,2017
94460059,Noor Education Trust,Karnataka,On Violation,2017
31250019,Jai Maa Jagdambey Mahila Samaj Kalyan Kendra,Bihar,On Violation,2017
94421522,NEHRU SMARAKA VIDYA KENDRA,Karnataka,On Violation,2017
147030044,NORTH BENGAL ISLAMIC FOUNDATION TRUST,West Bengal,On Violation,2017
291420038,Theater Age,Chandigarh,On Violation,2017
152670035,BABA MOHAN DASS TRUST,Jammu & Kashmir,On Violation,2017
31240021,Mahila Shilp Kala Kendraa,Bihar,On Violation,2017
337820015,Swami Vivekananda Seva Trust,Jharkhand,On Violation,2017
94370004,K F Trust,Karnataka,On Violation,2017
75900859,Springs,Tamil Nadu,On Violation,2017
20780079,Centre for Development Action and Appropriate Technology,Assam,On Violation,2017
76160019,EAST COAST RESEARCH AND DEVELOPMENT TRUST,Tamil Nadu,On Violation,2017
20620005,Gramin,Assam,On Violation,2017
10190386,KALPANA MAHILA ORGANISATION,Andhra Pradesh,On Violation,2017
327570006,Sri Has Deo Ganga Kushth Kalyan Samiti,Chhattisgarh,On Violation,2017
327480015,Gandhi Seva Ashram,Chhattisgarh,On Violation,2017
231660907,Nav Yuvak Jan Jagriti Kalyan Vichar Manch,Delhi,On Violation,2017
105020272,F.M. Welfare Club(FMWC),Orissa,On Violation,2017
41910364,atithi gokul national relief foundation,Gujarat,On Violation,2017
347920009,Devi Gramodyog Sewa Sansthan,Uttarakhand,On Violation,2017
76080049,Rural Women and Children Development Society,Tamil Nadu,On Violation,2017
147120617,G L Mehta Foundation,West Bengal,On Violation,2017
337680028,Lok Seva Samiti,Jharkhand,On Violation,2017
10350199,BETHAL EDUCATIONAL CHARITABLE AND WELFARE SOCIETY,Andhra Pradesh,On Violation,2017
194130224,Global Care,Manipur,On Violation,2017
337730003,Institute of Rural Management,Jharkhand,On Violation,2017
76050095,Women and Rural Development Organisation (WARD),Tamil Nadu,On Violation,2017
10280033,Centre For Urban And Rural Enlightment`,Telangana,On Violation,2017
337780003,St. Lukes Hospital Hiranpur (Dr. B. Murmu),Jharkhand,On Violation,2017
10140001,Social Action for Integrated Development,Andhra Pradesh,On Violation,2017
83750076,"Snehdeep Education Society,CIDCO,Aurangabad",Maharashtra,On Violation,2017
146930048,The Social Institute of Anti Corruption,West Bengal,On Violation,2017
337800046,Viklang Punarwas Seva Sansthan,Jharkhand,On Violation,2017
231650702,Jeevasharam Foundation,Delhi,On Violation,2017
136570057,Shree Hit Hari Vansh Nikunj Society,Uttar Pradesh,On Violation,2017
76070004,Indian Community Foundation (ICF),Tamil Nadu,On Violation,2017
147050066,BAHADURPUR BOYS CLUB,West Bengal,On Violation,2017
231650170,Paulus Sadan,Delhi,On Violation,2017
10270140,Sri Sri Sai Siva Rama Temple,Andhra Pradesh,On Violation,2017
347980012,Paryavaran Evam Samajik Vikas Sansthan,Uttarakhand,On Violation,2017
194200018,Socio-economic Development Organisation,Manipur,On Violation,2017
136780004,Mohaddis-E-Azam Mission School,Uttar Pradesh,On Violation,2017
152670032,LALDED WOMEN WELFARE SOCIETY,Jammu & Kashmir,On Violation,2017
194180027,Rural Community Development Services,Manipur,On Violation,2017
10230756,THE ISLAMIC THOUGHT AND SCIENCE TRUST,Telangana,On Violation,2017
327590006,Naya Jyoti Samaj Sevi Sanstha,Chhattisgarh,On Violation,2017
194140014,Alice Christian High School,Manipur,On Violation,2017
136550185,Bhartiya Sewa Sansthan,Uttar Pradesh,On Violation,2017
52870343,SHRI. P.R.S PILLAY MEMORIAL BALVIKAS TRUST,Kerala,On Violation,2017
194130093,Social Upliftment & Rural Education,Manipur,On Violation,2017
147120945,THE GENESIS FOUNDATION,West Bengal,On Violation,2017
327540012,Shri Gandhi Seva Ashram,Chhattisgarh,On Violation,2017
172390006,Third Eye Foundation of India,Haryana,On Violation,2017
104860160,Pratikar,Orissa,On Violation,2017
94540054,Feroz Shah Memorial Education Society,Karnataka,On Violation,2017
147120178,Council For Social Development,West Bengal,On Violation,2017
10160311,Inventive Technical Trade Association,Andhra Pradesh,On Violation,2017
63280053,BIRLA NAGAR JANA SEVA TRUST,Madhya Pradesh,On Violation,2017
136550351,Kranti Seva Sansthan,Uttar Pradesh,On Violation,2017
147120163,Behala Balananda Brahmachari Hospital,West Bengal,On Violation,2017
147030045,MILKI KUTIR SHILPA UNNAYAN SAMITY,West Bengal,On Violation,2017
146940053,Gushkara Uttaran Yuba Gosthi,West Bengal,On Violation,2017
147110286,Sabuj Biplob & Palli Unnayan Samity,West Bengal,On Violation,2017
347900014,Bal Evam Mahila Kalyan Sansthan,Uttarakhand,On Violation,2017
83990140,DEENBANDHU CHARITABLE TRUST,Maharashtra,On Violation,2017
147040186,Pragati Sangha Public Library,West Bengal,On Violation,2017
75900841,Acts of Mercy,Tamil Nadu,On Violation,2017
146940026,Orgram Chatuspalli Jr. High Madrasah,West Bengal,On Violation,2017
75900838,Global Nulife Centre Charitable Trust,Tamil Nadu,On Violation,2017
31080025,UJJAWAL MAHILA SAMITI,Bihar,On Violation,2017
125560079,Janata Adarsh Madhyamic Vidyalaya Samiti,Rajasthan,On Violation,2017
31290062,Nav Parivartan Kendra,Bihar,On Violation,2017
10220270,Green Fields Environmental Pollution control,Telangana,On Violation,2017
83780867,The Sind Brahma Sikhya Samelan,Maharashtra,On Violation,2017
104870161,The National Organisation For Men,Orissa,On Violation,2017
136310041,SHIKHA MAHILA SAMITI,Uttar Pradesh,On Violation,2017
125560138,Bhartiya Shiksha Shoodh Awam Nirdeshan Sansthan,Rajasthan,On Violation,2017
137420028,Samaj Kalyan Seva Samiti,Uttar Pradesh,On Violation,2017
94630191,VISHWAS TRUST,Karnataka,On Violation,2017
83780671,Amar Shaheed Hemu Kalyani Yadgar Mandal,Maharashtra,On Violation,2017
136490013,Mahila Bal Avam Gramya Vikas Seva Sansthan,Uttar Pradesh,On Violation,2017
136400021,JANAB HAMID KHAN PEHALWAN SHIKSHA PRASAR EVAM JANKALYAN SAMITI,Uttar Pradesh,On Violation,2017
240020017,YUVASAKTHI,Andaman & Nicobar Islands,On Violation,2017
231660264,Manpower Management Centre,Delhi,On Violation,2017
83720055,O C P M Asic Agricultural School,Maharashtra,On Violation,2017
136740010,Gram Vikas Samiti,Uttar Pradesh,On Violation,2017
75940120,Sarvodaya Ashram,Tamil Nadu,On Violation,2017
10370050,Zion Ministries,Andhra Pradesh,On Violation,2017
231660889,FAITH FOUNDATION,Delhi,On Violation,2017
75900579,Rural Education & Economic Devpt. Assn.,Tamil Nadu,On Violation,2017
10190271,Vudayasree Mahila Mandali,Andhra Pradesh,On Violation,2017
