State,Reg No,Association,Address,Nature
Karnataka,94470034,People Organisation for Wasteland and Environment Regeneration,"near Vegetable market, B, Bagewadi, Bijapur, Karnataka-586203","Cultural ,Economic ,Educational ,Social "
Karnataka,94470045,Swami Vivekanand YuvaShakti Kendra,"c/o M B Mirji , Near Lingeshwar Temple, Banagar Galli, Jorapur Peth, Bijapur, Bijapur, 586101","Educational ,Social "
Karnataka,94470046,KALA CHETAN YUVA SAMSTHE,"Behind S.P. Bangle, Bismilla Manzil , Behind Nagar Bawadi House, Bijapur, Bijapur, 586101","Cultural ,Educational ,Social "
Karnataka,94470050,SHRI MADIVALESHWAR VIDYAVARDHAK SANGH PARISHISTA JATI PARISHISTA JANANGA,"NEW HIGH SCHOOL, KANAKAL POST , BASAVAN BAGEWADI TALUK, BASAVAN BAGEWADI, 586203","Cultural ,Economic ,Educational ,Social "
Karnataka,94480004,Little Flower Church,"N.R Pura , Chickmagalur -577134","Religious(Christian) ,Social "
Karnataka,94480005,St Mary's Church,"Udaya Nagar N R Pura, Chickmaglur Gulbarga-577134","Religious(Christian) ,Social "
Karnataka,94480006,Shanti Bhavan,"Mudubagilu, Narasimharajpura, Chikmagalur -577127","Religious(Christian) ,Social "
Karnataka,94480007,St Anthony's Church,"Varkette, Narasimharajpura, Chikmagalur -","Religious(Christian) ,Social "
Karnataka,94480009,St Joseph Church,"Shettikoppa, Narasimharajpura, Chikmagalur -577134","Religious(Christian) ,Social "
Karnataka,94480010,Jyothi Bhavan Childrens Home,"Narasimharajapura, Chikmagalur-577134","Cultural ,Economic ,Educational ,Social "
Karnataka,94480011,Rajagiri Church,"Vartegundi Nandibattalu, Chikmagalur -577129","Religious(Christian) ,Social "
Karnataka,94480024,Prabodhini Trust,"Chitrekoota, Hariharapura Koppa Tq, Chikamagalur-",Social 
Karnataka,94480031,Jana Chinthana Urban and Rural Development Organisation,"Basaveshwara Street, Tarikere, Chikmagalur-577228","Cultural ,Economic ,Educational ,Social "
Karnataka,94480044,SHRAMA R,"BHAGWAN BUILDING, , KADUR, 577135",Social 
Karnataka,94490007,Young Mens Christian Association,"2432/1, MCCA Block, Davangere-577904","Religious(Christian) ,Social "
Karnataka,94490032,Sri Jagadguru Murugharajendra Bruhanmutt,"M.K. Hatti, , Chitradurga-577501","Religious(Hindu) ,Cultural ,Economic ,Educational ,Social "
Karnataka,94490035,SRI GURU KANNESHWARA SWAMY TRUST,"SRI SKHETRA DODDERI CHALLAKERE TALUK CHITRADURGA DISTRICT, DODDERI POST, 577522",Social 
Karnataka,94490036,GROUP FOR ORGANIZING AND DEVELOPMENT SOCIETY,"S.N COMPLEX, UPSTAIR, BESIDE VIDHYA VIKAS SCHOOL, CHITRADURGA, 577501",Social 
Karnataka,94490037,SWADESHI MAHILA MANDALI,"OPP COURT, H.R.ROAD, MOLKALMUR, MOLKALMUR, 577535",Social 
Karnataka,94490041,Rajalakshmi Association,"Sukrutha Hotel Building Bye Pass Road NH 4, Chitradurga, 577501","Cultural ,Economic ,Educational ,Social "
Karnataka,94490044,krupashreemahilamandali r,"kalamarahally hulikunte post challakere taluk, chitradurga dist, 577501",Social 
Karnataka,94490045,DATE CHARITABLE SOCIETY,"279 4TH Cross, J C R Extension, 577501","Cultural ,Economic ,Educational ,Social "
Karnataka,94490046,PRAZWALA SOCIAL EDUCATION ENVIRONMENT CULTURE AND HEALTH DEVELOPEMENT ASSOCIATION,"district kurubara hostel near rangayyna bagilu doddapete, chitradurga, 577501",Social 
Karnataka,94630002,Seminary Shramadana Sangha,"St Josephs Seminary PB 503, Mangalore-575002","Religious(Christian) ,Social "
Karnataka,94630003,St Joseph the Worker School Of Agriculture,"Dharmagiri PO Vamanjoor, Mangalore -574508","Religious(Christian) ,"
Karnataka,94630016,Milagers Housing Society,"Milgres Church Mangalore , Dakshin Kannada-575001","Religious(Christian) ,Economic ,Social "
Karnataka,94630019,St Joseph Residence,"Kakkinje, Dakshin Kannada-574291","Religious(Christian) ,Social "
Karnataka,94630024,Joseph's Leprosy Hospital,"Muller Institute Kankadnady, Mangalore Dakshin Kannada-575002","Religious(Christian) ,Social "
Karnataka,94630028,Anandashram Family Helper Project,"Sisters of CharityJeppoo Mangalore , Dakshin Kannada-575002","Religious(Christian) ,Social "
Karnataka,94630030,Carmalite Convent,"Kutrapady PO Dadaba, Dakshin Kannada-574221","Religious(Christian) ,Educational ,Social "
Karnataka,94630033,Harekala Landless Poor & Marginal Farmers Development Society,"Kisan Nagar Harekala, Mangalore, Dakshin Kanara-",Social 
Karnataka,94630036,Abhaya Ashraya,"Konaje Village Assaigoli Post , Mangaore Dakshina Kannada-574199","Educational ,Social "
Karnataka,94630040,Congregation of Christian Brothers India,"St.Josephs Pre University College, Bajpe Mangalore Dakshin Kannada-574142","Religious(Christian) ,Educational ,"
Karnataka,94630043,St Joseph's Pre-university College,"Bajpe Tq, Dakshin Kannada-574142","Educational ,"
Karnataka,94630044,Milagers Church,"Hampankatta Milgres Mangalore, Dakshin Kannada-575001","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Karnataka,94630058,Balmatta Service League,"Balmatta, , Mangalore-575001",Social 
Karnataka,94630064,Coastal Action For Rural Development and Service,"Near Balmatta Mangalore, Dakshin Kannada-","Economic ,Social "
Karnataka,94630070,Sisters of Charity Educational Society,"Holy Angels Convent Belvedere, Mangalore -575002","Religious(Christian) ,Educational ,"
Karnataka,94630121,Society of St. Vincent De Paul,"Ozanam Home For The Aged, Church Road Udupi Dakshin Kannada-576125","Religious(Christian) ,Social "
Karnataka,94630130,Pragathi Trust,"Balmatta , Mangalore-575001",Social 
Karnataka,94630133,Nagarika Seva Trust,"Guruvayanakere , Dakshin Kannada -574217",Social 
Karnataka,94630154,Al- Madeena Islamic Complex Manjanady,"Madavoor Nagar, Thoudogoli Cross, P O Manglanthi Mangalore-574156","Religious(Muslim) ,"
Karnataka,94630157,Karwar Education Society,"Hindu High School, Karwar-581301","Educational ,"
Karnataka,94630161,Akshath Charitable Trust -India(Act India),"No.16-9-527/1, Berith, Balmatta, Mangalore, Karnataka-575002","Economic ,Educational ,Social "
Karnataka,94630173,Dr. M.V. Shetty Memorial Trust,"A.B.Shetty Circle, Mangalore, Dakshina Kannada-575001","Educational ,Social "
Karnataka,94630181,Sewa Sangama Trust,"""SINDHU"", Chikkamansal Road, Kundapur-576201","Cultural ,Educational ,"
Karnataka,94630186,Rotary Club Puttur East,"Manisha Building, Radhakrishna, Radhakrishna Mandir Road, Puttur-574201","Cultural ,"
Karnataka,94630190,Shree Ganesha Seva Trust for Exceptional Persons (R),"Kandettu, Bikarnakatta, Mangalore, Mangalore, 575005","Educational ,Social "
Karnataka,94630192,LOBO TEACHERS FOUNDATION,"DOOR NO. 15-13-785, JOS-VILLA, KADRI COCONUT GARDEN ROAD, , MANGALORE, 575002","Educational ,Social "
Karnataka,94630206,k s gowda educational trust,"kinnikumri house post kuthukunja, sullia dakshina kannada, 574232","Educational ,"
Karnataka,94630213,PILIKULA REGIONAL SCIENCE CENTRE SOCIETY,"MOODUSHEDDE POST, MANGALORE, 575028","Educational ,"
Karnataka,94630214,SHANTI EDUCATIONAL TRUST,"UNIVERISITY ROAD PERMANNUR THOKKOTTU, MANGLORE, 575017","Educational ,Social "
Karnataka,94630217,SHRI KURUNJI EDUCATION TRUST,"VENKATESHA NILAYA SRIRAMPET, SULLIA, 574239","Economic ,Educational ,Social "
Karnataka,94630218,B G EDUCATIONAL AND CHARITABLE TRUST,"MANAR MANSION , BALMATTA , , MANGALORE, 575001","Educational ,Social "
Karnataka,94630219,SOUTH KANARA EDUCATIONAL AND CULTURAL SOCIETY,"BEM COMPOSITE PRE UNIVERSITY COLLEGE BEM HIGH SCHOOL ROAD, MANGALORE, 575001","Educational ,"
Karnataka,94630220,BHAGAVAN SRI SATHYA SAI SEVA TRUST,"CHOKKADI, SULLIA, 574212","Educational ,"
Karnataka,94400002,Koshis Handicapped & Disabled Welfare Educational Association,"No.1444/1, 9th Cross, K. T J Nagar-577002","Educational ,Social "
Karnataka,94400004,People's Charity Association (r),"Anjaneya Badavane, Nittuvalli, Davangere -577004","Economic ,Social "
Karnataka,94400005,Karunya Development Initiatives,"Karunya Campus, Jagalur, Davangere-577528",Social 
Karnataka,94400022,Islamiah Minority Educational and Welfare Trust,"7th Ward, Rahamat Nagar, Harapanahalli, Davangare, -583131","Educational ,Social "
Karnataka,94400026,SOLOMONS FOUNDATION,"JOSEPH SCHOOL, SULOCHANA CAMPUS, MEDAGINAKERA, JAGALUR (TF), JAGALUR, 577553","Cultural ,Economic ,Educational ,Social "
Karnataka,94400028,SHRI RAGHAVENDRA KRUPASHRAMA TRUST,"PUNYASTHALA BASAVAPATTNA POST CHANNAGIRI TALUK, DAVANAGERE, 577551","Religious(Hindu) ,Cultural ,Economic ,Educational ,Social "
Karnataka,94400032,CENTRE FOR RURAL DEVELOPMENT AND ENVIRONMENTAL ACTION,"#1521/19, SHIVAKUMAR SWAMY EXTENSTION, SANJIVEENI NAGARA, 2ND STAGE DAVANGERE., DAVANGERE, 577004","Cultural ,Economic ,Educational ,Social "
Karnataka,94400034,SRI ZANANA SARASWATHI SAMSKRUTHIKA KALA KEERTHANA KENDRA,"Devangah Hostel Complex MCC A Block Purantar Hospital Road, Davangere, 577004","Cultural ,Educational ,Social "
Karnataka,94400035,SRI GNANA JYOTHI SEVA SAMSTHE,"Devangah Hostel Complex MCC A Block Purantar Hospital Road, Davangere, 577004","Educational ,Social "
Karnataka,94400037,SRI KARIYAMMA RURAL DEVELOPMENT SOCIETY,"NO 1832 FIRST FLOOR 4TH MAIN VINOBHANAGAR, DAVANAGERE, 577006","Cultural ,Economic ,Educational ,Social "
Karnataka,94400038,Sri Venkateshwara Gramina Abhivruddi Samsthe scst R,"Honnemaradahalli, Neethigere post, Channagiri Taluk, Davanagere Disti, Karnataka., Channagiri, 577215","Cultural ,Economic ,Educational ,Social "
Karnataka,94400039,Sri Sharana Basaveshwara Abhivrudhi Pratistana R,"1042/230, Jyanagara B Block, Church Opposite Road, Davanagere., Davanagere, 577004","Cultural ,Economic ,Educational ,Social "
Karnataka,94400040,Society for Agriculture and Rural Development,"2188/1, 1st floor 5th Main 5th cross, MCC B Block, Davangere 577004, Davangere, 577004","Cultural ,Economic ,Educational ,Social "
Karnataka,94520002,Hubli Hospital for the Handicapped,"PB 54, Hubli-580020","Educational ,Social "
Karnataka,94520006,Samaj Parivartana Samudaya,"Navjeevan Station Road, Dharwar-580001",Social 
Karnataka,94520037,Sri Manjunatha Vidya Samustha,"D.No.4206/9, 10th Main, 10th Cross, Siddaveerappa Badavane, Davangere-","Educational ,"
Karnataka,94520064,PARIPOORNA GRAMEENA ABHIVRUDDI MAHILA SEVA SAMSTHE,"HIREMATH ONI, HOSA YELLAPUR, DHARWAD, 580001","Cultural ,Educational ,Social "
Karnataka,94520065,GRAMA SHIKSHANA CHARITY FOUNDATION,"PARASAPUR VILLAGE, HUBLI, 580024","Cultural ,Educational ,Social "
Karnataka,94520075,Life Touch Foundation,"District Retires Building Behind Noukarar Bhavan KCD Road, Dharwad, 580001","Cultural ,Educational ,Social "
Karnataka,94520077,KIDS Karnataka Integrated Development Services,"Kalmath building, Tikare Road, Dharwad Karnataka 580001, Dharwad, 580001",Social 
Karnataka,94410007,Self Employment Training Centre and Rural Development,"Hudco Colony 3rd Cross, Gadag, 582103","Cultural ,Economic ,Educational ,Social "
Karnataka,94540033,Bayalu Seema Rural Development Society,"Vishwaradhya Colony, Nellur, Gulbarga -585101","Economic ,Educational ,Social "
Karnataka,94540036,Gayatri Urban and Rural development Society,"11-168/2, Brahampur-585103","Cultural ,Economic ,Educational ,Social "
Karnataka,94540057,Jawahar Education Society,"Yadgir, Gulbarga-585201","Educational ,"
Karnataka,94540059,Sant Kabirdas Education Society Gulbarga,"Shri Sadan, No.2-608/8., Sedam Road, Jagat Gul;barga-585105","Educational ,"
Karnataka,94540065,Kalpa Charitable Trust,"No.1-867/14-A, Luna Building, Venkatesh Nagar, Gulbarga-585102","Cultural ,Economic ,Educational ,Social "
Karnataka,94540071,Syed Barey Educational And Charitable Trust,"Bare Manzil 7-95, Khuni Alawa, Mominpura, Gulbarga, 585101","Educational ,"
Karnataka,94540082,UTTAR KARNATAKA RAJYANIRGATIK MAHILEYAR MATTU DEVADASIYAR SMAJ SEVA SANGH(REGD),"#11-2548, VIJAY NAGAR, BRAHMAPUR MSK MILL ROAD, GULBARGA, GULBARGA, 585103",Social 
Karnataka,94540085,Sharnbasveshwar Vidya Vardhak Sangha,"Sharnbasveshwar college Campus, Gulbarga, 585103","Cultural ,Educational ,"
Karnataka,94540088,The Yadagiri Don Bosco Society,"Don Bosco College, Yadagiri, 585202","Religious(Christian) ,Cultural ,Educational ,Social "
Karnataka,94540089,GRAMEENA VIKAS YUVA KENDRA,"Ahoka Hotel Complex Sedam road RTO cross Gulbarga, Gulbarga, 585105","Educational ,Social "
Karnataka,94540090,SHILPA EDUCATION SOCIETY,"Room No-28, Kalyankar Building, Behind KEB Office, Station Main Road, Gulbarga, 585102","Educational ,Social "
Karnataka,94550002,Christa Sadana,"Kandali, Hassan -573217","Religious(Christian) ,Social "
Karnataka,94550015,Shravanabelagola Digambara Jain Mutt Institutions Trust,"Shravanabelagola, TQ-Channarayapatna, Hassan-573135","Religious(Others) ,Cultural ,Economic ,Educational ,Social "
Karnataka,94550019,Priyadarshini Samsthe,"Eadgha Mohalla Kumbar Street, Hassan, 573201",Social 
Karnataka,94670013,CHAITANYA RURAL DEVELOPEMNT SOCIETY,"KANVI BUILDING 1ST MAIN 2ND CROSS OPPOSITE VARAD BUILDING, HAVERI, 581110","Cultural ,Economic ,Educational ,Social "
Karnataka,94510008,Shaniversanthe Parish Society,"PO Gopalpura, Kodagu -571235","Religious(Christian) ,"
Karnataka,94510014,Suntikoppa Parish Society,"St. Anthony's Church Suntikoppa, Kodagu-","Religious(Christian) ,"
Karnataka,94510019,Parish Society Church Of Our Lady Lourds,"Pallibetta, Kodagu Coorg-","Religious(Christian) ,"
Karnataka,94510020,St Thomas Carmel House,"Gonikoppal, South Kodagu-571213","Religious(Christian) ,"
Karnataka,94510022,Sidapur Parish Society,"St. Josephs Church Siddapur, Kodugu-571253","Religious(Christian) ,Social "
Karnataka,94510266,KODAGU VIDYALAYA OPPORTUNITY SCHOOL,"MICROWAVE TOWER ROAD, MADIKERI, 571201","Educational ,"
Karnataka,94510267,lions Club of Gonikoppal Charitable Trust,"GONIKOPPAL, GONIKOPPAL, 571213","Educational ,"
Karnataka,94510269,ANURAADH,"KANJITHANDA HOUSE F M C ROAD, VIRAJPET, 571218",Social 
Karnataka,94570003,Prakruthi,"Seegarhalli, Mulwagal, Kolar -563131","Cultural ,Economic ,Educational ,Social "
Karnataka,94570079,Comprehensive Rehabilitation Organisation And Service Society,"PB No.5 B.E.M.L Nagar, Kolar Gold Fields-563115","Educational ,Social "
Karnataka,94570091,Resource Service Centre Trust,"Booragamakalahalli Chintamani , Kolar-563125","Cultural ,Economic ,Educational ,Social "
Karnataka,94570098,Tippu Welfare Trust,"Sidlaghatta, Kolar -562105","Cultural ,Economic ,Educational ,Social "
Karnataka,94570100,Social Integrated Rural Development Society,"C. Anjinappa's New Building, Kotaladinee Hossur -post-561210","Cultural ,Educational ,Social "
Karnataka,94570123,Pragathe Rural Development Society,"At/PO Gerahally, Chickballapur-","Cultural ,Educational ,Social "
Karnataka,94570129,Sri Sarva Dharma Samanvaya Trust,"95th KM, NH-7, , Bagepally , -561207",Social 
Karnataka,94570137,Voluntary Organisatiion for Rural Development in Action,"Gownipalli, Post & Village, Lakshmipur, Regional Project Off.-563135","Cultural ,Economic ,Educational ,Social "
Karnataka,94570140,Antharaganga Vidya Samsthe,"No.1442, Pc Extension, Kolar Town, Kolar, -563101","Educational ,Social "
Karnataka,94570146,Poverty Elimination Rehabilitation And Liberation Society,"Peresandra Po, chickballapur Taluk, Kolar-562104","Cultural ,Educational ,Social "
Karnataka,94570149,Sri Ramana Maharshi Trust For Disabled Persons,"Parandahalli, Bangarpet Taluk, Via Kolar Gold Fields, Kolar -563122","Cultural ,Economic ,Educational ,Social "
Karnataka,94570151,Sri Venkateswara Trust,"No.1204, Viveknagar, Robertsonpet, And Kolar Gold Fields, , Kolar, 563122","Cultural ,Economic ,Educational ,Social "
Karnataka,94570153,Rural Education And Child Health,"Masthi, Malur Taluk, Kolar, Masthi-563139","Educational ,Social "
Karnataka,94570155,CARE TRUST,"No.2636/b.rukkamma Compound, Gandhi Nagar, Bangarapet, Kolar-563114","Economic ,Educational ,Social "
Karnataka,94570167,Pragathi Trust,"Subbarayana Pete No.428, Chickballapur, Kolar-562101","Cultural ,Economic ,Educational ,Social "
Karnataka,94570169,Asian Evangelical Church and Union Society,"No.211, , Marikuppam post, KGF, Kolar-563119",Social 
Karnataka,94570180,Sharon Religious Social Edicational and Charitable Trust,"ALGC PREMISES ASHOKA NAGAR, OORGAUMPET POST KGF, KGF, 563121","Religious(Christian) ,Educational ,Social "
Karnataka,94570200,Society for Empowerment in Environmental Matter & Agriculture,"Manchiganahalli, Mulbagal, Kolar-563131","Cultural ,Educational ,Social "
Karnataka,94570201,H.D. Kumaraswamy Sahrayalaya Trust,"17, Ittappanaholli, Kathenahalli Pos, Kasaba, Chickaballapur, Kolar-562101","Cultural ,Economic ,Educational ,Social "
Karnataka,94570205,K.G.F. Miners Community Rehabilitation Trust,"#278, New Model House, North, Gilberts, Marikuppam, KGF, Kolar-563119","Cultural ,Economic ,Educational ,Social "
Karnataka,94570207,Soundarya Rural and Urban Development Association(R),"Anjani Extension, Chintamani, 563125","Cultural ,Economic ,Educational ,Social "
Karnataka,94570210,Sri Venkateshwara rural health education trust,"J.C.Road, Srinivasapura, Srinivasapura, 563135","Cultural ,Economic ,Educational ,Social "
Karnataka,94570215,JNANODAYA VIDYA SAMSTHE,"NEAR CHANNASOMESWARA TEMPLE, ALKAPUR, GAURIBIDANUR TALUK, CHIKKABALLAPUR DISTRICT, KARNATAKA, GAURIBIDANUR, 561213",Social 
Karnataka,94570217,MAHILA KSHMABHIRUDDI SANGHA,"BETHANI VILLAGE, MADERAHALLI POST, KOLAR, KOLAR, 563101",Social 
Karnataka,94570229,SVR Rural Development Educational Health and Cultural Trust,"Beemaganahalli Doddakemballi post, Bangarpet taluk, 563114","Cultural ,Educational ,Social "
Karnataka,94570234,GOODNEWSCOMPREHENSIVECHARITABLETRUST,"#92josephcottagemaruthinagarBEMLpoKGF, kolargoldfields, 563115","Religious(Christian) ,Social "
Karnataka,94570236,ANNAPOORNESHWARI SEVA KENDRA,"MARAGAL, C.A.HALLI POST, KASABA HOBLI, , BANGARPET, 563114",Social 
Karnataka,94570243,Smt Muniayamma and D L Mariyappa Memorial Charitable Trust,"Opp Inspection Bunglow NH 4, MULABAGAL, 563131",Social 
Karnataka,94570244,Noble Mother Theresa educational and charitable trust,"Bullens complex Nest to Saravana Gas Oorgaum Post KGF, KOLAR GOLD FIELDS, 563120","Cultural ,Economic ,Educational ,Social "
Karnataka,94570246,K C REDDY CHARITABLE TRUST,"Kasireddy Gandla halli Jakkarasakuppa Post Kyasamballa hobli Bangarapet taluk Koar District Karnataka India, KOLAR GOLD FIELDS, 563121","Cultural ,Economic ,Educational ,Social "
Karnataka,94570247,ABHYUDAYA SEVA PRATHISTANA,"OPP H N KALAMANDIRA, JANGAMA NILAYA, MYTHRIKOOTA ROAD, V.V PURAM, OWRIBIDANUR, 561208",Social 
Karnataka,94560005,Rural Organisation for Social Education,"1756, 7th Cross Gouthan Ngr , Robertsonpet KGF-563122","Educational ,"
Karnataka,94680003,Gowrishankar Human Welfare Association,"Kushtagi, Koppal-584121","Cultural ,Economic ,Educational ,Social "
Karnataka,94680007,VINOOTANA SHIKSHANA SEVA SAMSTHE,"Satyadyanapur Badawane, Near Vasvi Temple, Kinnal Road, Koppal, 583231","Cultural ,Economic ,Educational ,Social "
Karnataka,94580008,Gulabi Sadana,"R.M.Halli Chinakurli Pandavapura, Mandya-571455","Religious(Christian) ,Social "
Karnataka,94580014,Vimalaya,"Guthalu, Mandya -571403","Religious(Christian) ,Educational ,Social "
Karnataka,94580020,Shree Aksha Yanikethana Trust,"Soonagahally, Mandya Taluk & District-571403","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Karnataka,94580029,Sri Swamy Vidya Samasthe,"Halagur, Malavally, Mandya-","Religious(Hindu) ,Social "
Karnataka,94580033,Sri Adichunchanagiri Mahasamsthana Mutt,"Adichunchanagiri, Nagamangala , taluk, Mandya district-571811","Educational ,Social "
